State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Marmara,Istanbul,2014-01-01,40.960569836134795,91.54519632234815,10.916146336769039,106.10338419188359,62.0203511801859,11.25156566249431,1.2215694401014145,12.249401867032567,62.79713454175382,0.5011419069530023,0.7148155177502226,0.4426431870037464,114.0,Unhealthy for Sensitive Groups,17.061907350093158,66.91989780324455,0.9907842218286561,5.677674907280365,4.865573158387451,4248.311085943037
Marmara,Istanbul,2014-02-01,33.340828385945784,49.511508442897664,14.573552412855424,49.522733457418866,33.97103151124537,5.332100452566027,1.0396401187191013,5.219130839483639,73.56325681962059,1.239906541729511,2.566849386024552,1.2497390509865263,96.0,Moderate,14.905950759303783,48.858689552280424,0.14695830010357616,6.391908224433012,6.838051269415118,4362.354318363179
Marmara,Istanbul,2014-03-01,42.77226245720831,74.1552884519521,21.579631497443355,84.48092028985147,56.21209244726626,6.032333662290937,1.1768434076216328,11.509849682096782,51.266144111458026,0.7879802780244195,1.5070061713064051,0.8323857840075319,119.0,Unhealthy for Sensitive Groups,27.56949642616069,63.58422815191849,0.9829754352406719,4.981257738626513,10.625573943175526,3729.6756440277386
Marmara,Istanbul,2014-04-01,53.2763582768963,108.58034608114484,17.733673388325144,99.81353393374044,62.30001988069476,5.114936845922663,1.6346749069846198,11.853022440395183,50.843877062879294,1.9714401061159983,3.425055719926389,2.6678332508959066,145.0,Unhealthy for Sensitive Groups,9.863968913053833,93.12751834920981,1.0565942122935208,2.5373465384305636,10.603539197276108,4006.1962684118826
Marmara,Istanbul,2014-05-01,32.19015950331997,51.6133183337025,13.883031293577535,56.68817686647986,37.40274032483042,8.766184402578313,0.7182912926313723,5.573633027831067,43.23379869277507,0.7603576870570313,1.4440821695058754,1.0190396823191743,93.0,Moderate,5.768258529523875,69.00285147824103,1.307317368516592,6.634456719220142,7.7849774164811105,4197.999981087013
Marmara,Istanbul,2014-06-01,32.19035651660983,64.08365465498835,7.70153524087147,87.30403658623926,50.35295306836869,10.230825004663004,0.529083140604655,8.904236776013192,94.00095905093264,0.8325520783719687,1.1533287268409957,0.6979153594170531,93.0,Moderate,8.337603260542629,71.76141774982796,1.3151245959748596,5.096640804548314,7.931713541957606,3422.9341107757587
Marmara,Istanbul,2014-07-01,53.9505537860887,83.50441155421325,30.971740352805273,127.19528441839829,83.82852312873788,13.112973547281893,1.4619365776149296,16.144662823499264,75.83968866961357,1.5187072121628444,2.1555527368497884,1.9837702644988795,146.0,Unhealthy for Sensitive Groups,20.734867881452608,49.5901601893612,0.5717032942451306,6.635856122170449,5.728067638389485,4155.7114148922055
Marmara,Istanbul,2014-08-01,44.20921674983491,64.12026354221987,14.799409941476318,83.49776684443682,52.09750369653396,15.199452499360314,0.8894684408237035,4.932416732032749,48.59885146478681,0.8247355962796519,1.2388019450721073,1.150159210331064,122.0,Unhealthy for Sensitive Groups,3.842783918680566,72.29394719787126,0.15068271387936258,3.5167774991956753,10.607254557407938,3571.7531605327654
Marmara,Istanbul,2014-09-01,29.366307368780575,44.3112365773375,17.59048498889274,73.04780191463027,48.0382920588672,9.950542259563909,0.8971285597444418,8.372467886690755,61.73173060810527,1.029778721225145,2.136601205968366,1.3303421960159962,87.0,Moderate,19.66324177767356,41.60591859991227,0.6772799724348026,3.634163392281466,9.230608295973596,3704.2429228696537
Marmara,Istanbul,2014-10-01,41.51072052303157,92.85891331326206,24.550897240742696,84.09847392383764,57.58416671722758,9.096962560608105,0.9199668606131338,5.837328865347068,39.48600000661774,1.6085604325512688,2.728686942565134,0.8778595494450196,116.0,Unhealthy for Sensitive Groups,26.78440499567251,30.719932646690136,0.9777142814808532,3.251680709508481,5.120973702650722,4154.272282980799
